NM_BAIRRO;NM_LOGRADO;NU_NUMERO;NM_COMPLEM
ROCINHA;RUA DOIS TRAVESSA 14;;
ROCINHA;RUA 02 TRAVESSA 21;1;
ROCINHA;RUA 02 TRAVESSA 38;;CASA 110
ROCINHA;RUA 02 TRAVESSA 42;5;
ROCINHA;ESTRADA DA GAVEA;441;CASA 06
ROCINHA;RUA 2;11;
ROCINHA;RUA 4;41;TV 3
ROCINHA;ESTRADA DA GAVEA;477;CASA 18
ROCINHA;RUA 4;75;BECO 28
ROCINHA;ESTRADA DA GAVEA;436;
ROCINHA;TRAVESSA DEZ;2;TRAVESSA 10 - CASA 2
ROCINHA;RUA DOIS - BECO 92;;CASA 5
ROCINHA;RUA DIONEIA;735;A
ROCINHA;RUA 2;22;
ROCINHA;RUA DOIS;6;
MANGUINHOS;;;DA COMUNIDADE
ROCINHA;RUA DIONEIA;800;CASA 14
ROCINHA;RUA 4;15;TV 03
ROCINHA;RUA DOIS TRAVESSA 40;;
ROCINHA;;;
ROCINHA;RUA 3;55;TRAVESSA 11
ROCINHA;TRAVESSA SOUZA;10;CASA 5 PAULA BRITO
ROCINHA;RUA 3;24;APT 104
ROCINHA;RUA 3 - BECO 2;;
ROCINHA;RUA 4 - BECO 109;;CASA 2
ROCINHA;RUA 2;;
ROCINHA;RUA 2 - TV 36;;CASA 72
ROCINHA;TRAVESSA OLIMPICA;39;
ROCINHA;RUA DOIS;90;CASA- TRAVESSA 36
ROCINHA;CAMINHO DO BOIADEIRO;28;202
ROCINHA;RUA UM;;BECO UM
MANGUINHOS;;;
ROCINHA;RUA 4 TV 9;25;CASA
MANGUINHOS;AVENIDA DEMOCRATICOS;144;SOBRADO 456 FUNDOS
MANGUINHOS;VIA B 1;S N;QD A VILA G C 8
MANGUINHOS;CAMINHO DEMOCRATICOS;S N;C 28
MANGUINHOS;AV DOS DEMOCRATICOS RUA C;646;C 30
MANGUINHOS;;;
ROCINHA;CAMINHO DO TERREIRAO;;CASA 17
ROCINHA;RUA MORRO DA ALEGRIA;;
ROCINHA;RUA DO VALAO;16;BECO 05 CASA 05
MANGUINHOS;RUA JACINTO;17;
MANGUINHOS;RUA SAO DANIEL;4;
MANGUINHOS;RUA SAO DANIEL;4;DBTB
MANGUINHOS;RUA SAO DANEIL;4;
MANGUINHOS;RUA SAO DANIEL;4;
MANGUINHOS;RUA SAO JOSE;67;FUNDOS
MANGUINHOS;RUA SAO JOSE;67 F;
MANGUINHOS;RUA SAO JOSE;67;FUNDOS
ROCINHA;RUA DOIS;19;TRAV 27
ROCINHA;RUA DA GAVEA;2;BLOCO 2 CASA 19
ROCINHA;RUA DA LADEIRA;31;CASA 4
MANGUINHOS;RUA SAO DANIEL;4;DBTB
MANGUINHOS;RUA SAO MIGUEL;4;DBTB
ROCINHA;RUA 01;2;YTRAVESSA 013
ROCINHA;TRAVESSA PRIMAVERA;16;
MANGUINHOS;RUA MARAVILHA;1724;CASA 07
MANGUINHOS;RUA MANOEL RIBEIRO VASCONCELOS;20;APT 103
MANGUINHOS;RUA VIA C 4PROJETADA;106;DBTB
ROCINHA;ESTRADA DA GAVEA;378;CASA 3
ROCINHA;BECO DO VALAO;3;1 ANDAR
ROCINHA;ESTRADA DA GAVEA;419;FUNDOS 01
MANGUINHOS;AVENIDA DOS DEMOCRATICOS;36;RUA MIRANDA 57
ROCINHA;ESTRADA DA GAVEA;;RUA 1
ROCINHA;RUA 02 TRAVESSA 50;80;APT 202
MANGUINHOS;RUA NAZARE;38;DBTB
ROCINHA;RUA 2 TV 6;119;CASA 6
ROCINHA;RUA DOIS;24;B
ROCINHA;ESTRADA DA GAVEA;306;APT 701
ROCINHA;RUA 3;;ENCIMA DO ARMARINHO LINDALIA
ROCINHA;ESTRADA DA GAVEA;375;TRAVESSA 18
ROCINHA;RUA 4;16;BECO 55 TV 12
ROCINHA;TV DO VALE;48;CASA
ROCINHA;ESTRADA DA GAVEA;520;CURVA DO S
ROCINHA;RUA 4;10;TV 30
ROCINHA;RUA 4;86;BECO 67 CASA 3
ROCINHA;ESTRADA DA GAVEA;427;BL 4 APT 104
ROCINHA;RUA 2;31;APT 306
ROCINHA;TRAVESSA UNIAO 33;1;CASA
ROCINHA;ESTRADA DA GAVEA;;
ROCINHA;RUA 4 TV 18 A;70;CASA B
ROCINHA;TRAVESSA LUZ, BECO 25;0;
ROCINHA;TV AMOR;19;
ROCINHA;;427;ESTRADA DA GAVEA BLOCO 5 APT 1
ROCINHA;ESTRADA;302;CASA 201
ROCINHA;ESTRADA DA GAVEA;60;RUA DOIS TRAVESSA 36
ROCINHA;TV PASTOR ALMIR;S/N;PREDIO DO DUDU
ROCINHA;RUA 2 TRAVESSA 43;SN;
ROCINHA;RUA QUATRO;TV 8;
ROCINHA;ESTRADA DA GAVEA;441;CASA J FUNDACAO
ROCINHA;RUA 3 N? 10;2;
ROCINHA;RUA 4 BECO 67;;
ROCINHA;RUA 2;96;
ROCINHA;RUA DOIS;4;B
ROCINHA;RUA DIONEIA;370;3 ? ANDAR
ROCINHA;ESTRADA DA GAVEA;407;2? ANDAR
ROCINHA;RUA QUATRO;20;TRAVESSA 2
ROCINHA;RUA 2;;CASA 13
ROCINHA;RUA 3 TRAVESSA 55;SN;
ROCINHA;CHACARA DA ALVORADA;23;CASA
ROCINHA;RUA 2 TV 40;2;
ROCINHA;RUA DOIS;5;TRAVESSA 35
ROCINHA;ESTRADA DA GAVEA;441;CASA 16
ROCINHA;RUA 2;56;
ROCINHA;ESTRADA DA GAVEA;399;TRAVESSA 34 CASA 09 A
ROCINHA;RUA 2;39;
ROCINHA;RUA 2 TV 40;90;APT 301
ROCINHA;RUA DO BRIZOLAO;S/N;CASA 6
ROCINHA;RUA 4, TV 10;70;CASA/SOBRADO
ROCINHA;RUA DOIS, TRAV 6;12;TRAV 6
ROCINHA;TRAV ESCADA DA RUA DO BARCELOS;5;104
ROCINHA;RUA 199;S/N?;
ROCINHA;RUA 4 TV 20;402;
ROCINHA;RUA 4 BECO 43;1;CASA
ROCINHA;;S/N;
ROCINHA;RUA 04;S/N;TRAVESSA 11
ROCINHA;RUA 4;71;GVOEFTDP DBTB
MANGUINHOS;AV DOS DEMOCRATICOS;454;FDS
ROCINHA;RUA DA FONTE;47;
ROCINHA;RUA DO CANAL;22;
ROCINHA;RUA 4;;APTO 101
ROCINHA;RUA 1, ESTRADA DA GAVEA;199;TRAVESSA 01
ROCINHA;RUA DIONEIA;600;
ROCINHA;TRAVESSA CAMPO ESPERANCA;;
MANGUINHOS;RUA AMARAL;9;CASA
MANGUINHOS;MORADOR DE RUA;;
MANGUINHOS;RUA MARIANA;1;CHP 2
MANGUINHOS;RUA CLOVIS CASTRO ALVIN;S/N;
MANGUINHOS;RUA SAO DANIEL;4;
MANGUINHOS;RUA LEOPOLODO BULHOES;202;
ROCINHA;RUA DOIS;;CS 22
ROCINHA;ESTRADA DA GAVEA;559;
ROCINHA;RUA 2;29;TV 27
MANGUINHOS;RUA  N S DOS NAVEGANGTES;33;
MANGUINHOS;RUA NOSSA SENHORA DOS NAVEGANTES;33;DBTB
MANGUINHOS;RUA NOSSA SENHORA DOS NAVEGANTES;33;CASA
MANGUINHOS;RUA SAMI JORGE;35;
MANGUINHOS;RUA PARANA;28;PROX AO CAMPO  DO CORREIA
ROCINHA;ESTRADA DA GAVEA;486;CACHOPA
ROCINHA;ESTRADA DA GAVEA;13;E  427  CASA 08
ROCINHA;RUA UM;555;SB
ROCINHA;TRAVESSA UNIAO 9;;
ROCINHA;TRAVESSA UNIAO;;
MANGUINHOS;RUA PARANA;28;
ROCINHA;RUA QUATRO;43;GEWE
MANGUINHOS;RUA LEOPOLDO BULHOES;700;
MANGUINHOS;RUA SAO DANIEL;4;
MANGUINHOS;RUA SAO DANIEL;4;
MANGUINHOS;RUA 1 QD 1;14;DBTB
MANGUINHOS;RUA 1 QD 1 C;14;CONJUNTO NELSON MANDELA
MANGUINHOS;RUA 1 QD 1 CASA 14;;
MANGUINHOS;RUA DA COOPERACAO;35;
MANGUINHOS;BECO DA COOPERACAO;35;
MANGUINHOS;BECO DA COOPERACAO;35;BECO DA COOPERACAO
ROCINHA;ESTRADA DA GAVEA;47;CASA 02
ROCINHA;RUA UM CASA 21;;
ROCINHA;ESTRADA GAVEA;475;
MANGUINHOS;AV DEMICRATICOS;33;
ROCINHA;RUA 4 TRAVESSA 19;A;105
ROCINHA;ESTRADA DA GAVEA 441 CASA 24;;
ROCINHA;RUA ARI;79;CASA
ROCINHA;ESTRADA DA GAVEA;453;
ROCINHA;RUA DOIS TRAVESSA 40 ,25 CASA 01;;
ROCINHA;ESTRADA DA GAVEA RUA 2 BECO 2 CASA 02;;
MANGUINHOS;RUA SUBURBANA;1496;ENTRADA 81 8 FDS
ROCINHA;RUA 2 TRAVESSA 3 B CASA 110;;
ROCINHA;RUA DOIS TRAVESSA 42 - 45;;CASA 05
ROCINHA;BECO 1;181;VALAO
ROCINHA;TRAVESSA DA CACHOPINHA;1;QD 2
MANGUINHOS;RUA MARIANA;4;
MANGUINHOS;RUA AMARAL;15;
ROCINHA;TRAVESSA ESPERANCA;19A;
MANGUINHOS;RUA GUARANI;16;
MANGUINHOS;RUA GUARANI;26;
ROCINHA;RUA 4;S N;PROXIMO LAJAO
MANGUINHOS;RUA SAO JOSE;24;CASA
MANGUINHOS;RUA C;27;
MANGUINHOS;RUA CEARA;36;
MANGUINHOS;RUA ALEGRIA;5;VILA TURISMO
MANGUINHOS;RUA SAO JOSE;SN;
MANGUINHOS;RUA CAPITAO BRAGANCA;263;A
MANGUINHOS;RUA JUVENAL;14;
MANGUINHOS;RUA ISA;19;
MANGUINHOS;RUA NAZARE;51;PQ. JOAO GOULART
MANGUINHOS;RUA J K;18;CASA
MANGUINHOS;RUA NAZARE;38;2 ANDAR
MANGUINHOS;ESTRADA DE MANGUINHOS;183;CASA
MANGUINHOS;RUA SAO MARCOS;27;
MANGUINHOS;RUA NAZARE;38;PQ. JOAO GOULART
MANGUINHOS;RUA AMELIA PINHEIRO;50;
MANGUINHOS;RUA CARLOS CHAGAS;121;
MANGUINHOS;RUA CEARA;36;A
MANGUINHOS;RUA SAO JOSE;39;PQ JOAO GOULART
MANGUINHOS;RUA SANTO OTAVIO;4;PQ. JOAO GOULART
MANGUINHOS;RUA CARLOS CHAGAS;121;
MANGUINHOS;RUA SAO JOSE;S N;
MANGUINHOS;;;
MANGUINHOS;RUA MARIANA;15;
ROCINHA;ESTRADA DA GAVEA;369;TRAVESSA 2   CASA 2
MANGUINHOS;AV BRASIL;;VIA B UM SN C 5 QD D AVL D
ROCINHA;TRAVESSA UNIAO 39 FUNDOS /201;;
ROCINHA;ESTRADA DA GAVEA;259;CASA 22
ROCINHA;RUA DO S;247;CASA 02
MANGUINHOS;RUA 31;;CASA 02
MANGUINHOS;RUA COUTO DE MAGALHAES;199;
MANGUINHOS;CARLOS CHAGAS;952;BECO AMOR E NOSSO
ROCINHA;RUA DOIS TRAVESSA 20 BECO 27;;CASA 02
ROCINHA;ESTRADA DA GAVEA;259;RUA UM
MANGUINHOS;RUA CEARA;40;
MANGUINHOS;RUA CEARA;40;
MANGUINHOS;BECO DO FOTOGRAFO;7;
MANGUINHOS;BECO DO FOTOGRAFO;;
ROCINHA;RUA DOIS;105;SOBRADO
ROCINHA;RUA UM;269;CASA
MANGUINHOS;OSWALDO CRUZ;15;
ROCINHA;RUA 2;;
ROCINHA;TRAVESSA RAIZ;19;CASA 2
ROCINHA;TRAVESSA SILVA;6;1¬ ANDAR
ROCINHA;RUA 4 TRAVESSA 10;3;APT 302
ROCINHA;RUA DOIS;65;TRAVESSA 54
ROCINHA;BECO DO PERNAMBUCO;;CASA
ROCINHA;RUA DO CANAL;37;
ROCINHA;TRAVESSA CANAL;205;APT 301
ROCINHA;ESTRADA DA GAVEA;307;CASA 7 B
ROCINHA;TRAVESSA SILVA;4;304
ROCINHA;TRAVESSA CAMPO ESPERANCA;;
ROCINHA;RUA DO CORAL;;
ROCINHA;TRAVESSA FLORES;5;CASA
ROCINHA;TRAVESSA LUZ;3;APT 5
ROCINHA;TRAVESSA GREGORIO;11;
ROCINHA;TRAVESSA CAMPO ESPERANCA;19;BECO DO PERNANBUCO
ROCINHA;VILA RAIZ;S/N;CASA
ROCINHA;TRAVESSA CAMPO ESPERANCA;;BECO DO PERNAMBUCO- PROXIMO DO
ROCINHA;TRAVESSA 14;4;PROXIMO A CRECHE
ROCINHA;TRAVESSA 8;2;ANDAR - MORRO ALEGRIA
ROCINHA;LARGO DO BOIADEIRO;15;BECO 11 APT 04
ROCINHA;VILA ROUPA SUJA;760;RUA 1
ROCINHA;RUA 2 TV 10 CASA 10;10;
ROCINHA;TRAVESSA 17;;
ROCINHA;BECO AO PERNAMBUCO;37;
ROCINHA;CAMINHO DO TERREIRAO;;TRAV 14  BECO 5  CASA 2
ROCINHA;VILA RAIZ;3;TV 08 CASA
ROCINHA;TRAVESSA ESPERANCA;15;ACS JONH APT 108
ROCINHA;RUA DO CANAL;23;CASA 1
ROCINHA;RUA DOIS;22;TRAVESSA 60
ROCINHA;TRAVESSA OLIVEIRA;33;APT 203
ROCINHA;SERVIDAO LESTE;13;APT 20
ROCINHA;TRAVESSA ROMA;40;APT 103
ROCINHA;CAMPO ESPERANCA;;RUA DOIS - TRAVESSA 50
ROCINHA;RUA DOIS TRAVESSA 54;45;CASA
ROCINHA;RUA 4;;BLOCO 4
ROCINHA;ESTRADA DA GAVEA;259;TUA 1, RUA REGINA 29
ROCINHA;EST. DA GAVEA;133;
ROCINHA;RUA 1;S/N;TERREIRAO
MANGUINHOS;RUA NAZARE;38;D
MANGUINHOS;RUA NAZARE;38;APT 101
ROCINHA;ESTRADA DA GAVEA;259;BECO 39 CASA 25
ROCINHA;ESTRADA DA GAVEA;259;
ROCINHA;ESTRADA DA GAVEA;199;TV 8 CASA 150 5A
ROCINHA;ESTRADA DA GAVEA;199;
ROCINHA;EST. DA GAVEA;199;
ROCINHA;ESTRADA DA GAVEA;259;RUA 01 CASA DO MACEGA
ROCINHA;ESTRADA DA GAVEA;259;RUA 1 TRAV 31 CASA 18 N? 2
ROCINHA;ESTRADA DA GAVEA;199;CASA 12
ROCINHA;ESTRADA DA GAVEA;259;TRAVESSA 24 CASA A
ROCINHA;CAMINHO DO TERREIRAO;20;CASA 01
ROCINHA;RUA MARIA DO CARMO;73;
ROCINHA;RUA DOIS;45;BECO 104
ROCINHA;RUA DOIS;;TRAVESSA 36
ROCINHA;RUA DIONISIA;12;
MANGUINHOS;RUA SAO DANIEL;4;
MANGUINHOS;RUA SAO DANIEL;4;
MANGUINHOS;RUA MIRANDA;53;
ROCINHA;ESTRADA DA GAVEA;199;UMUARAMA
ROCINHA;RUA 02 TRAVESSA 17 CASA 49;;
MANGUINHOS;RUA LEOPOLDO BULHOES;540;VIA DAS PEDRAS 4014
MANGUINHOS;RUA VAI E VEM;17;
ROCINHA;RUA 3 TV 10 , CASA 3;3;
ROCINHA;RUA MARIA DO CARMO;10;
MANGUINHOS;RUA NAZARE;38;A
ROCINHA;ESTADA DA GAVEA RUA 2;269;BECO 44 CASA 10
MANGUINHOS;RUA NAZARE;38;PQ. JOAO GOULART
ROCINHA;RUA 2 TV 3;4;
ROCINHA;;;
ROCINHA;"RUA 2 ;";38;
ROCINHA;RUA 2 TRAVESSA 35;95;
ROCINHA;ESTRADA DA GAVEA;477;302 CASA
ROCINHA;RUA 4;4;
ROCINHA;RUA 3;17;
ROCINHA;RUA 2;107;TRAVESSA 16
ROCINHA;BECO;;
ROCINHA;RUA DIONEIA;736;PROXIMO DA MATILDE
ROCINHA;RUA 02;5;
MANGUINHOS;AVENIDA DOM HELDER CAMARA;1184;BL 5
ROCINHA;RUA 2;;
ROCINHA;ESTRADA DA GAVEA;259;CASA 57
ROCINHA;ESTRADA DA GAVEA;164;
ROCINHA;TRAVESSA GALILEIA;14;CASA A
MANGUINHOS;RUA LEOPOLODO BULHOES;952;CASA 04 BECO DE VERDADE
ROCINHA;ESTRADA DA GAVEA;369;RUA 2
ROCINHA;ESTRADA DA GAVEA;;RUA 1 BECO 37 A
ROCINHA;RUA 1;7;CAMINHO DO TERREIRAO TRAVESSA
ROCINHA;ESTRADA DA GAVEA;259;RUA 1 , BECO 31
ROCINHA;ESTRADA DA GAVEA;259;SVB 2 USBW 47 DBTB 4
MANGUINHOS;AV DOM HELDER CAMARA;1184;BL/05 AP/101
MANGUINHOS;RUA FISCAL MONTEIRO;1;TRV SB
ROCINHA;ESTRADA DA GAVEA;262;RUA 1
ROCINHA;RUA DONI, BECO 95;;CASA 5
ROCINHA;RUA DOIS;114;CASA 06
MANGUINHOS;RUA DOM HELDER CAMARA;1184;APT 101 BLOCO 5 D SUP
MANGUINHOS;AV DOM HELDER CAMARA;1184;BL 5 AP 101
ROCINHA;RUA 2;;QU 180 CASA B
ROCINHA;TRAVESSA PRIMAVERA;12;CASA 01
MANGUINHOS;RUA ISABEL;CASA 2;
ROCINHA;ESTRADA DA GAVEA;1;RUA 4
MANGUINHOS;RUA VILA LOBOS;4;PARQUE OSWALDO CRUZ
ROCINHA;RUA DOIS TRAVESSA 66;55;APT 201
ROCINHA;ESTRADA DA GAVEA;389;
MANGUINHOS;AVENIDA DOS DEMOCRATICOS;69;RUA SAO JOSE
ROCINHA;ESTRADA DA GAVEA RUA 2;259;CASA 2 TRAVESSA 32
ROCINHA;RUA 2;42;CASA 369
ROCINHA;RUA 2;;APT 102
ROCINHA;ESTRADA DA GAVEA 219 RUA 2;;
ROCINHA;RUA 2 TRAVESSA 17 S/ N;;PROXIMO AO CENTRO COMUNITARIO
MANGUINHOS;RUA LEOPOLDO BULHOES;800;CASA 6 (EM SITUACAO DE RUA)
ROCINHA;TRAVESSA UNIAO;26;APARTAMENTO 201
ROCINHA;TRAVESSA 52;60;
ROCINHA;LARGO CAMPINHO;52;
ROCINHA;RUA DA FONTE;35;VILA VERDE
ROCINHA;RUA DOIS;;
ROCINHA;TRAVESSA FLORES;5;APT 101
ROCINHA;TRAVESSA CAMPO ESPERANCA;;RUA DOIS
ROCINHA;RUA 2 BECO 152;;AP 152
ROCINHA;TRVS LUZ;7;APT 501
ROCINHA;RUA DOIS TRAVESSA 60;8;
ROCINHA;TRAVESSA 8;7;VILA RAIZ
ROCINHA;RUA 2 TRAVESSA 56;216;CASA
ROCINHA;BECO 2;102;AP
ROCINHA;RUA 4 TRAVESSA 3;14;
ROCINHA;RUA QUATRO;14;TRAVESSA TRES
ROCINHA;TV FLORES;16;APT 102
ROCINHA;TRAVESSA ESPERANCA;8;
ROCINHA;VILA ROUPA SUJA;25;
ROCINHA;RUA DA FONTE;86;
ROCINHA;RUA DO CANAL TV 8;1;
ROCINHA;RUA DA FONTE,  TRAVESSA 05;2;
ROCINHA;ESTRADA DA GAVEA;1;
ROCINHA;ROUPA SUJA;;
ROCINHA;RUA 2;369;
ROCINHA;TRAVESSA BELA VISTA;16;CASA 202
ROCINHA;ESTRADA DA GAVEA;407;TRAVESSA 11
ROCINHA;RUA 4;13;SEGUNDO NDAR
ROCINHA;RUA DA RAIA;33;CACHOPA
ROCINHA;RUA 2;;TRAVESSA 16
ROCINHA;TRAVESSA VIEIRA 13;13;AP 101
ROCINHA;TRAVESSA 38;38;CASA
ROCINHA;TRAV. OLIMPICA;40;
ROCINHA;TAVESSA SOUSA;5;AP 201
ROCINHA;TRAVESSA DO VALE;28;CASA 6
ROCINHA;ESTRADA DA GAVEA TRAVESSA 11;20;
ROCINHA;RUA 2;8;CASA
MANGUINHOS;BECO CHICO BUARQUE DE HOLANDA;6;CASA 4
MANGUINHOS;AVANIDA CANAL 2;202;
MANGUINHOS;RUA JACINTO;17;
MANGUINHOS;RUA 8;13;QD 8
MANGUINHOS;RUA DORIVAL CAYMMI;7;C 3 A
ROCINHA;RUA TRAVESSA KATIA;24;AP 201
ROCINHA;RUA 4,TRAVESSA 27;35;
MANGUINHOS;RUA CAP BRAGANCA;263;
ROCINHA;ESRTADA DA GAVEA;199;BECO 2
ROCINHA;;40;TRAVESSA
ROCINHA;ESTRADA DA GAVEA;259;CRECHE MARIA MARIA
MANGUINHOS;AV DEMOCRATICOS;1977;APTO 201
ROCINHA;TRAVESSA MULTIDAO;6;CASA
ROCINHA;TRAVESSA MULTIDAO;;CASA 6
ROCINHA;VILA VERMELHA TRAVESSA 4;CASA 9;PERTO DA CASA DO SR LAURO
ROCINHA;RUA 1 TV 58;10;MACEGA
ROCINHA;TRAVESSA CATIA;31;504
ROCINHA;BECO DO SOLARES;;CASA1
ROCINHA;RUA DO CANAL;15;TRAVESSA 16
ROCINHA;LARGO DO BOIADEIRO;11;DBTB 2A C
ROCINHA;RUA DO CANAL , TRAVESSA 11;;CASA 6
ROCINHA;TV CATIA;35;APT 301
ROCINHA;ESTRADA DA GAVEA;199;CASA 12
ROCINHA;ESTRADA DA GAVEA;259;RUA 1 - CAMINHO DO TERREIRAO
ROCINHA;ESTRADA DA GAVEA;199;
ROCINHA;CAMINHO DO TERREIRAO;11;CASA 11
ROCINHA;TRAVESSA LIBERDADE;3;APT 202
ROCINHA;TV LIBERDADE;3;APT 203
MANGUINHOS;;;RUA
MANGUINHOS;AVENIDA DOM HELDER CAMARA;1390;SITUACAO DE RUA
MANGUINHOS;AV DOM HELDER CAMARA;1480;
ROCINHA;ESTRADA DA GAV EA;;BECO 4
ROCINHA;MORRO DA ALEGRIA;;
ROCINHA;ESTRADA DA GAVEA;409;TRAVESSA JORDAL
ROCINHA;ESTRADA DA GAVEA;409;TRAVESSA JORDAO CASA 11
ROCINHA;VILA  ROUPA SUJA TRAV. 8;;CASA 120
ROCINHA;CAMPO ESPERANCA;;CASA 65
ROCINHA;RUA UM QUADRA 14 CASA;;
ROCINHA;RUA 2;;
ROCINHA;RUA 1;S/N;
ROCINHA;RUA DA RAIA;5;CASA 3
ROCINHA;RUA 2 TRAVESSA 12;8;CASA
ROCINHA;ESTRADA DA GAVEA;466;CS 1 FDS
ROCINHA;RUA DOIS;47;CASA 2
ROCINHA;TV DO VALE;;CASA
ROCINHA;RUA 4  TV 12;155;CASA 3
ROCINHA;ESTRADA DA GAVEA;389;CASA 7
ROCINHA;TV SOUZA;10;CASA
ROCINHA;RUA DIONEIA;735;A
ROCINHA;ESTRADA DA GAVEA 427/BL08;;APT 202
ROCINHA;RUA 2 C/ 101 TRAV 37;;
ROCINHA;RUA 2;26;
ROCINHA;RUA 4 TRAVESSA 4;;CASA 4
ROCINHA;TV;5;CASA 69
ROCINHA;RUA 3;10;TRAVESSA 13
ROCINHA;;;
ROCINHA;TRAVESSA CAMPO ESPERANCA;S/N;CASA 201
ROCINHA;RUA DOIS;;QUADRA 180 CASA B
ROCINHA;TRAVESSA CAMPO ESPERANCA;27;APT 403
ROCINHA;TRAVESSA CAMPO ESPERANCA;;
ROCINHA;RUA DOIS TRAVESSA 50;;
ROCINHA;TRAVESSA11;45;BECO DA DOLORES CASA 1
ROCINHA;RUA 2 BECO 131;;CASA 04
ROCINHA;TRAVESSA GREGORIO;14A;SOBRADO
ROCINHA;ESTRADA DA GAVEA;199;
MANGUINHOS;RUA JK;14;
ROCINHA;TRAVESSA ATLANTICA;8;C1
MANGUINHOS;RUA SAO JOSE;24;
MANGUINHOS;RUA SAO JOSE;39;PARQUE SAO GOULART
MANGUINHOS;;;
ROCINHA;ESTRADA DA GAVEA,RUA DO VALAO 310 BECO 1;;
ROCINHA;ESTRADA DA GAVEA;310;BECO 01
ROCINHA;ESTRADA DA GAVEA;170;CASA 19
MANGUINHOS;RUA SAO NICOLAU;1;
MANGUINHOS;RUA NAZARE;;
MAN%;RUA MARIANA;58;
ROCINHA;ESTRADA DA GAVEA;524;
MANGUINHOS;RUA G PROJETADA;;
ROCINHA;BECO 125;125;DEPOIS DA PADARIA DO ZE
ROCINHA;TV;8;SEM NUMERO
ROCINHA;;;
ROCINHA;TRAVESSA CAMPO ESPERANCA;S/N;CASA
ROCINHA;RUA DA MATA;15;CASA 15
ROCINHA;VILA ROUPA SUJA;18;APT 401
ROCINHA;;;
ROCINHA;TRAVESSA 54;;CASA 1
ROCINHA;ESTRADA DA GAVEA RUA DOIS;;CASA 4 A
MANGUINHOS;AV DEMOCRATICOS;1258;SITUACAO DE RUA
ROCINHA;RUA DIONEIA;736;
ROCINHA;RUA QUATRO;TV 6;CASA
ROCINHA;TV JORDAO;1;4? ANDAR
ROCINHA;RUA DA FONTE;7;
ROCINHA;TRAVESSA CAMPO ESPERANCA;27;
ROCINHA;RUA DA LADEIRA;28;CASA 10 CACHOPA
ROCINHA;RUA DOIS CAMPO ESPERANCA;35;B
ROCINHA;ESTRADA DA GAVEA;215;
ROCINHA;RUA UM;2;
ROCINHA;ESTRADA DA GAVEA 250;34;LABORIUOX
ROCINHA;ESTRADA DA GAVEA;259;BECO 36 MACEGA
ROCINHA;ESTRADA DA GAVEA;;RUA 1
ROCINHA;TRAVESSA DO VALE;28;
ROCINHA;RUA 2;2;"TRAVESSA 17 ; 58 N 7"
ROCINHA;RUA 2;;TRAVESSA 31
ROCINHA;ESTRADA DA GAVEA;259;RUA 1 , BECO 31
ROCINHA;TRAVESSA CATIA;24;APT 201
ROCINHA;TRAVESSA;;
ROCINHA;VILA ROUPA SUJA;18;APT 401
ROCINHA;TRAVESSA GREGORIO;29;CASA 5
ROCINHA;RUA DOIS TRAVESSA;8;CASA
ROCINHA;TRAVESSA LUZ;10;
ROCINHA;CAMINHO DO  BOIADEIRO;18;AP 201
ROCINHA;RUA MATA;34;CASA 10
ROCINHA;ESTRADA DA GAVEA;199;
ROCINHA;VILA RAIZ TRAVESSA 6;31;AP 101
ROCINHA;RUA DOIS TRAVESSA 50;S/N;BAR DO BOTAFOGO
MANGUINHOS;AVENIDA NOVO RIO;5;
ROCINHA;BECO 85;242;RUA 1 MACEGA
ROCINHA;ESRTRADA DA GAVEA;259;CSA 307
ROCINHA;TRAVESSA OLIVEIRA;19;APARTAMENTO 201
ROCINHA;ESTRADA DA GAVEA;296;
MANGUINHOS;RUA SAO JORGE;20;CASA
MANGUINHOS;RUA NAZARE;42;
MANGUINHOS;RUA CEARA;36;
MANGUINHOS;RUA HERIVELTO MARTINS;1;C 1
MANGUINHOS;RUA DA BICA;10;CASA
MANGUINHOS;BECO ATAUFO ALVES;16;C 9 FDS
MANGUINHOS;RUA SAO DANIEL;19;
MANGUINHOS;TRV AMIZADE;12;
ROCINHA;RUA DA LADEIRA;25;CASA 4
MANGUINHOS;RUA DA PAZ;1;CASA 2
MANGUINHOS;RUA SAO JORGE;2;CASA
MANGUINHOS;RUA ROSA DA FONSECA;15;A
MANGUINHOS;RUA LEOPOLDO BULHOES;800;RUA 2 QD 2 C 32
ROCINHA;ESTRADA DA GAVEA;S/N;GARAGEM - FUNDACAO
ROCINHA;ESTRADA DA GAVEA;477;CASA 16
ROCINHA;ESTRADA DA GAVEA;486;APARTAMENTO 104
ROCINHA;LG. DO CAMPINHO FUNDOS;;CASA
ROCINHA;RUA 2, TRAVESSA 6 , FUNDOS 45 APT 201;;
ROCINHA;TRAVESSA 40;2;
ROCINHA;TRAVESSA 54;2;SOBRINHO DO VALDOMIRO CABRAL
ROCINHA;RUA 3;;
MANGUINHOS;AMELIA PINHEIRO;7;
MANGUINHOS;GREGORIO DE SA;32;
MANGUINHOS;RUA NOVA CAP;31;VILA TURISMO
ROCINHA;ESTRADA DA GAVEA - RUA 02;;N? C S N?
ROCINHA;ESTRADA DA GAVEA RUA 02 CASA;;
MANGUINHOS;AVENIDA DEMOCRATICOS;1258;FUND LEAO XIII
MANGUINHOS;RUA LEOPOLDO BULHOES;529;R8 CS 22
MANGUINHOS;RUA ADRIANA;31;CASA
